,MS Zoning,Street,Alley,Land Contour,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Foundation,Bsmt Qual,Total Bsmt SF,Heating,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Misc Feature,Sale Type,SalePrice,Exter Qual and Gr Liv Area
1067,RL,Pave,0,Lvl,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,6,1993,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,PConc,4,903.0,GasA,910,1642,2,3,7,3,Attchd,1993.0,2,2.0,392.0,0,WD ,168000,4926
1068,RM,Pave,0,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,6,1922,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,2,738.0,GasA,868,1470,1,3,6,0,Detchd,1970.0,1,2.0,624.0,0,WD ,140750,4410
1069,RL,Pave,0,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,1999,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,4,938.0,GasA,957,2299,3,3,7,3,Attchd,1999.0,3,2.0,482.0,0,WD ,204000,6897
1070,RL,Pave,0,Lvl,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,7,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,4,PConc,4,884.0,GasA,884,2035,2,4,8,4,BuiltIn,2001.0,3,2.0,434.0,0,WD ,222500,8140
1071,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,SFoyer,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,925.0,GasA,999,999,1,3,6,0,Attchd,1962.0,1,1.0,300.0,0,WD ,134500,2997
1072,FV,Pave,0,Lvl,FR2,Somerst,Norm,Norm,TwnhsE,1Story,8,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,PConc,4,1378.0,GasA,1378,1378,2,4,6,4,Attchd,2004.0,3,2.0,540.0,0,WD ,214000,5512
1073,RM,Pave,0,Lvl,Inside,OldTown,Artery,Norm,2fmCon,1.5Fin,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,4,793.0,GasA,793,1118,1,3,5,4,Detchd,1939.0,1,2.0,410.0,0,WD ,119900,3354
1074,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,Duplex,1Story,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,3,CBlock,3,1440.0,GasA,1440,1440,2,2,8,0,0,1980.0,0,0.0,0.0,0,WD ,118000,4320
1075,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,3,CBlock,3,1010.0,GasA,1134,1134,1,3,6,0,Attchd,1960.0,2,1.0,254.0,0,WD ,135000,3402
1076,RL,Pave,Pave,Bnk,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1923,2000,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,833.0,GasA,1053,1848,1,4,8,4,Detchd,1922.0,1,2.0,370.0,0,WD ,207000,5544
1077,RL,Pave,0,Bnk,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,6,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,PConc,3,1181.0,GasA,1390,1694,2,3,7,4,Detchd,1925.0,1,2.0,576.0,0,WD ,136500,5082
1078,RM,Pave,0,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,4,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,901.0,GasA,901,901,1,3,4,0,Detchd,1954.0,1,1.0,281.0,0,WD ,107900,2703
1079,RM,Pave,0,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1938,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,BrkTil,3,861.0,GasA,861,1409,1,3,6,4,Detchd,1968.0,1,2.0,528.0,0,WD ,126000,4227
1080,RL,Pave,0,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,6,1960,1960,Hip,CompShg,BrkFace,Plywood,Stone,112.0,3,CBlock,3,1080.0,GasA,1656,1656,1,3,7,4,Attchd,1960.0,3,2.0,528.0,0,WD ,215000,4968
1081,RL,Pave,0,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,10,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,272.0,5,PConc,5,1682.0,GasA,1742,2332,2,5,9,5,BuiltIn,2008.0,3,3.0,846.0,0,New,426000,11660
1082,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1950,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,CBlock,3,1113.0,GasA,1113,1113,1,4,5,4,Attchd,1950.0,1,1.0,264.0,0,WD ,147000,4452
1083,RL,Pave,0,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,6,1916,2000,Gable,CompShg,Stucco,Stucco,None,0.0,4,BrkTil,3,816.0,GasA,1232,1232,1,4,6,4,Detchd,1916.0,1,2.0,440.0,0,WD ,147500,4928
1084,RL,Pave,0,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,9,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,480.0,5,PConc,5,1950.0,GasA,1950,1950,2,5,7,4,Attchd,2007.0,3,3.0,706.0,0,WD ,383000,9750
1085,RL,Pave,0,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,7,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,3,CBlock,4,1845.0,GasA,1872,1872,2,3,6,3,Attchd,1988.0,3,2.0,604.0,0,WD ,241500,5616
1086,RL,Pave,0,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,6,1914,1995,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,BrkTil,4,676.0,GasA,676,1264,1,3,6,0,Detchd,1994.0,1,2.0,400.0,Shed,WD ,147500,3792
1087,RL,Pave,0,HLS,Corner,StoneBr,Norm,Norm,1Fam,2Story,8,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,130.0,4,PConc,5,1168.0,GasA,1168,2500,3,5,9,4,BuiltIn,2005.0,3,3.0,683.0,0,WD ,355000,10000
1088,RM,Pave,0,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,5,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,BrkTil,3,784.0,GasA,784,784,1,4,5,0,0,1980.0,0,0.0,0.0,0,WD ,109500,2352
1089,RM,Pave,0,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,2,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,BrkTil,0,0.0,GasA,612,612,1,3,4,0,Detchd,1965.0,1,1.0,308.0,0,WD ,45000,1836
1090,RL,Pave,0,Lvl,Inside,ClearCr,Norm,Norm,1Fam,2Story,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,1032.0,GasA,1207,2403,2,3,10,3,Attchd,1940.0,1,1.0,349.0,0,COD,244400,7209
1091,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,3,CBlock,3,1416.0,GasA,1644,1644,1,3,7,4,Attchd,1953.0,3,2.0,418.0,0,WD ,167000,4932
1092,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,214.0,4,PConc,4,860.0,GasA,860,1729,2,4,7,0,Attchd,2002.0,3,2.0,542.0,0,WD ,200000,6916
1093,RL,Pave,0,Lvl,Inside,SWISU,Norm,Norm,1Fam,1Story,5,1936,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,BrkTil,3,830.0,GasA,879,879,1,3,4,0,Detchd,1936.0,1,1.0,180.0,0,WD ,80000,2637
1094,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,1955,1990,Hip,CompShg,WdShing,Plywood,None,0.0,3,CBlock,3,864.0,GasA,864,864,1,3,5,0,Detchd,1957.0,1,2.0,572.0,0,WD ,115000,2592
1095,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,3,CBlock,4,1196.0,GasA,1196,1196,1,3,6,4,Attchd,1956.0,2,1.0,297.0,0,WD ,139000,3588
1096,RL,Pave,0,Lvl,Inside,Sawyer,Norm,Norm,1Fam,2Story,6,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,3,CBlock,3,672.0,GasA,672,1400,1,3,6,3,Attchd,1978.0,3,2.0,440.0,0,WD ,149500,4200
1097,RL,Pave,0,Lvl,Inside,Edwards,Artery,Norm,1Fam,2Story,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,755.0,GasA,755,1510,1,3,7,4,Detchd,1940.0,1,1.0,296.0,0,WD ,108000,4530
1098,RL,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,2fmCon,2Story,4,1900,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,BrkTil,0,0.0,GasA,694,1294,2,3,7,0,0,1980.0,0,0.0,0.0,0,WD ,106250,3882
1099,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,1240.0,GasA,1240,1240,2,4,5,0,Attchd,2006.0,2,3.0,826.0,0,WD ,194000,4960
1100,RL,Pave,0,Lvl,Inside,Sawyer,RRAe,Norm,1Fam,1Story,5,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,51.0,3,CBlock,3,988.0,GasA,988,988,1,3,6,0,Detchd,1977.0,1,2.0,624.0,0,WD ,129500,2964
1101,RL,Pave,0,Lvl,Corner,NAmes,Norm,Norm,Duplex,1Story,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,1560.0,GasA,1560,1560,2,3,8,0,Detchd,1968.0,1,3.0,792.0,0,WD ,126000,4680
1102,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,2,1078.0,GasA,1368,1368,1,3,6,0,Attchd,1950.0,2,1.0,195.0,Shed,WD ,120000,4104
1103,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,4,PConc,4,1473.0,GasA,1484,1484,2,4,7,0,Attchd,2004.0,2,2.0,606.0,0,WD ,213000,5936
1104,RL,Pave,0,Lvl,Inside,Greens,Norm,Norm,TwnhsE,1Story,8,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,CBlock,4,1226.0,GasA,1226,1226,1,4,4,2,Attchd,1980.0,3,2.0,484.0,0,WD ,190000,4904
1105,RL,Pave,0,Lvl,Inside,Gilbert,Norm,Norm,1Fam,1Story,6,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,3,PConc,4,1160.0,GasA,1169,1169,2,3,6,3,Attchd,1993.0,3,2.0,402.0,0,WD ,183500,3507
1106,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,7,1963,1999,Gable,CompShg,Plywood,Plywood,BrkFace,364.0,3,CBlock,3,725.0,GasA,1035,1651,2,3,6,3,BuiltIn,1963.0,1,1.0,276.0,0,WD ,172000,4953
1107,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,4,1938,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,816.0,GasA,816,816,1,3,3,4,Detchd,1958.0,1,1.0,288.0,0,WD ,100000,2448
1108,RL,Pave,0,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,212.0,4,PConc,4,1564.0,GasA,1564,1564,2,4,6,0,Attchd,2007.0,2,3.0,814.0,0,WD ,218836,6256
1109,RM,Pave,Pave,Lvl,Inside,OldTown,Norm,Norm,2fmCon,1.5Fin,6,1905,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,2,482.0,GasA,1221,1912,2,3,7,3,Detchd,2003.0,1,2.0,672.0,0,WD ,163000,5736
1110,RL,Pave,0,Lvl,Inside,Gilbert,Norm,Norm,1Fam,1Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,1510.0,GasA,1525,1525,2,4,6,4,Attchd,2006.0,2,2.0,534.0,0,New,206580,6100
1111,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,728.0,GasA,728,1456,2,4,8,4,Attchd,2005.0,3,2.0,390.0,0,New,163990,5824
1112,RM,Pave,0,Lvl,FR3,IDOTRR,Norm,Norm,1Fam,2Story,5,1910,2004,Gable,CompShg,AsbShng,Plywood,None,0.0,2,BrkTil,2,396.0,GasA,665,1330,1,3,7,0,Detchd,2001.0,1,1.0,390.0,0,WD ,116500,2660
1113,RL,Pave,0,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,2002,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,840.0,GasA,840,1720,2,4,7,4,BuiltIn,2002.0,3,2.0,400.0,0,WD ,188000,6880
1114,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,SFoyer,5,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,87.0,3,CBlock,3,793.0,GasA,1280,1280,2,3,6,3,Basment,1966.0,3,2.0,432.0,0,WD ,175000,3840
1115,RL,Pave,0,Lvl,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,1988,1988,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,CBlock,4,1166.0,GasA,1179,1179,2,3,5,0,Attchd,1988.0,2,2.0,480.0,0,WD ,182000,4716
1116,RM,Pave,0,Bnk,Inside,OldTown,Artery,Norm,1Fam,1Story,5,1926,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,BrkTil,3,850.0,GasA,960,960,1,3,5,0,Detchd,1981.0,2,2.0,576.0,0,WD ,103000,3840
1117,RL,Pave,0,Lvl,Inside,NoRidge,Norm,Norm,1Fam,1Story,10,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,705.0,5,PConc,5,2633.0,GasA,2633,2633,2,5,8,4,Attchd,2001.0,2,3.0,804.0,0,WD ,466500,13165
1118,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,1959,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,4,CBlock,3,988.0,GasA,988,988,2,4,6,0,Attchd,1959.0,1,1.0,297.0,0,WD ,149500,3952
1119,RL,Pave,0,Lvl,Inside,NPkVill,Norm,Norm,Twnhs,1Story,7,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,CBlock,4,1061.0,GasA,1055,1055,2,3,4,0,Attchd,1978.0,1,1.0,319.0,0,WD ,142500,3165
1120,RL,Pave,0,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,5,1926,1950,Hip,CompShg,Stucco,Plywood,None,0.0,3,PConc,3,1290.0,GasA,1422,1422,1,3,6,0,Detchd,1973.0,1,1.0,352.0,0,WD ,136500,4266
1121,RH,Pave,0,Lvl,Inside,Landmrk,Norm,Norm,Twnhs,2Story,6,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,4,630.0,GasA,630,1320,2,3,5,0,Detchd,1993.0,1,2.0,484.0,0,WD ,137000,3960
1122,RL,Pave,0,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,7,1988,1988,Gable,CompShg,Plywood,Wd Sdng,BrkFace,102.0,4,CBlock,4,1675.0,GasA,1688,1688,2,5,6,5,Attchd,1988.0,2,2.0,528.0,0,WD ,226500,6752
1123,RL,Pave,0,Lvl,Inside,Gilbert,Norm,Norm,1Fam,1Story,7,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,PConc,4,1300.0,GasA,1341,1341,1,4,5,1,Attchd,1990.0,1,2.0,506.0,0,WD ,171500,4023
1124,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,SLvl,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,911.0,GasA,954,954,1,3,6,0,Detchd,1976.0,1,2.0,576.0,0,WD ,132500,2862
1125,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,Duplex,1Story,3,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,3,Slab,0,0.0,Wall,1040,1040,2,3,6,0,Detchd,1949.0,1,2.0,400.0,0,WD ,87500,3120
1126,FV,Pave,0,Lvl,Corner,Somerst,Norm,Norm,1Fam,2Story,7,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,3,PConc,3,858.0,GasA,872,1789,2,3,7,3,Attchd,2001.0,3,2.0,546.0,0,WD ,223000,5367
1127,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,1962,2005,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,237.0,4,CBlock,3,1319.0,GasA,1537,1537,1,4,7,4,Attchd,1962.0,2,2.0,462.0,0,COD,174000,6148
1128,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1951,1991,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,884.0,GasA,884,884,1,3,4,0,Attchd,1951.0,3,1.0,270.0,0,WD ,142000,2652
1129,FV,Pave,0,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,1489.0,GasA,1489,1489,2,4,7,4,Attchd,2006.0,2,2.0,776.0,0,New,232600,5956
1130,RL,Pave,0,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,3,CBlock,3,1040.0,GasA,1309,1309,1,4,5,2,Attchd,1974.0,2,2.0,484.0,0,WD ,181000,3927
1131,RM,Pave,0,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,6,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,CBlock,4,942.0,GasA,1291,2521,2,3,10,4,Attchd,1973.0,3,2.0,576.0,0,WD ,151400,7563
1132,RL,Pave,0,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,4,PConc,4,1626.0,GasA,1634,1634,2,4,7,4,Attchd,2006.0,2,3.0,866.0,0,WD ,250000,6536
1133,RL,Pave,0,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,7,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,3,CBlock,4,980.0,GasA,980,1714,2,3,7,3,Attchd,1988.0,1,2.0,496.0,Shed,WD ,196500,5142
1134,RM,Pave,Grvl,Lvl,Corner,OldTown,Norm,Norm,1Fam,2.5Unf,7,1879,1987,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,819.0,GasA,1312,2454,2,3,8,4,Attchd,1950.0,1,2.0,576.0,0,WD ,185000,7362
1135,RL,Pave,0,Lvl,Inside,NWAmes,Feedr,Norm,1Fam,1Story,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,3,CBlock,3,1216.0,GasA,1216,1216,1,3,5,0,Attchd,1969.0,1,1.0,336.0,0,WD ,113000,3648
1136,RL,Pave,0,HLS,Inside,StoneBr,Norm,Norm,1Fam,1Story,8,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,4,PConc,4,1419.0,GasA,1419,1419,2,4,7,4,Attchd,2007.0,2,2.0,567.0,0,New,392000,5676
1137,RL,Pave,0,Lvl,CulDSac,Edwards,Norm,Norm,Duplex,SFoyer,6,1975,1975,Flat,Tar&Grv,WdShing,Plywood,BrkFace,250.0,3,CBlock,4,945.0,GasA,980,980,2,3,4,0,0,1980.0,0,0.0,0.0,0,WD ,127500,2940
1138,FV,Pave,0,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,6,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,4,PConc,4,756.0,GasA,769,1573,2,4,4,0,Detchd,2000.0,1,2.0,440.0,0,WD ,177000,6292
1139,FV,Pave,0,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,353.0,4,PConc,4,1158.0,GasA,1158,2443,2,4,9,4,BuiltIn,2004.0,2,3.0,744.0,0,WD ,265000,9772
1140,FV,Pave,0,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,8,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,5,1220.0,GasA,1220,2362,2,4,8,3,Attchd,1998.0,2,2.0,1105.0,0,WD ,312500,9448
1141,RM,Pave,0,Lvl,Inside,OldTown,Artery,PosA,1Fam,2.5Unf,10,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,BrkTil,3,1237.0,GasA,1521,2775,3,4,9,4,Detchd,1988.0,1,2.0,880.0,0,WD ,325000,13875
1142,RL,Pave,0,Low,Inside,Veenker,Norm,Norm,1Fam,1Story,8,1980,1980,Gable,CompShg,VinylSd,VinylSd,BrkFace,115.0,4,CBlock,4,2014.0,GasA,2014,2014,2,4,6,4,Attchd,1980.0,2,3.0,864.0,0,WD ,275000,8056
1143,RL,Pave,0,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,7,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,4,PConc,4,1203.0,GasA,1214,2520,2,4,9,3,Attchd,1995.0,2,3.0,721.0,0,WD ,290000,10080
1144,RL,Pave,0,Lvl,CulDSac,Sawyer,RRNe,Norm,1Fam,1Story,6,1974,2002,Hip,CompShg,Plywood,Plywood,BrkCmn,250.0,3,CBlock,3,1208.0,GasA,1494,1494,2,3,7,2,Attchd,1974.0,3,2.0,461.0,0,WD ,169000,4482
1145,RM,Pave,0,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1Story,5,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,CBlock,3,616.0,GasA,616,616,1,3,4,0,Detchd,1921.0,1,1.0,205.0,0,WD ,89000,1848
1146,RL,Pave,0,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,4,789.0,GasA,789,1465,2,3,7,4,Attchd,1998.0,3,2.0,393.0,0,WD ,180400,4395
1147,RL,Pave,0,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,4,PConc,4,3206.0,GasA,1629,1629,2,4,7,4,Attchd,2003.0,2,3.0,880.0,0,WD ,284000,6516
1148,RL,Pave,0,Lvl,Inside,NAmes,Feedr,Norm,1Fam,1Story,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,3,CBlock,3,912.0,GasA,912,912,1,3,5,0,Attchd,1958.0,2,1.0,275.0,0,COD,114500,2736
1149,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,4,PConc,4,1552.0,GasA,1552,1552,2,4,7,0,Attchd,2005.0,2,3.0,782.0,0,New,212900,6208
1150,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,1413.0,GasA,1430,1430,2,4,6,0,Attchd,2001.0,2,2.0,605.0,0,WD ,187100,5720
1151,FV,Pave,Pave,Lvl,Corner,Somerst,Norm,Norm,TwnhsE,2Story,6,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,3,PConc,4,729.0,GasA,729,1458,2,3,5,2,Detchd,1999.0,1,2.0,440.0,0,WD ,176000,4374
1152,RL,Pave,0,Lvl,CulDSac,Crawfor,Norm,Norm,1Fam,1Story,6,1968,1968,Hip,CompShg,HdBoard,BrkFace,None,0.0,3,PConc,4,1488.0,GasA,1488,1488,2,3,7,4,Attchd,1968.0,2,2.0,552.0,0,CWD,215000,4464
1153,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,770.0,GasA,770,1582,2,4,6,0,Attchd,2004.0,2,2.0,520.0,0,WD ,185900,6328
1154,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,4,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,3,CBlock,3,864.0,GasA,864,864,1,4,5,0,Detchd,1989.0,1,2.0,660.0,Shed,WD ,120500,2592
1155,RL,Pave,0,Lvl,Inside,Gilbert,RRAn,Norm,1Fam,2Story,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,732.0,GasA,734,1838,2,3,7,4,BuiltIn,2005.0,3,2.0,372.0,0,WD ,192140,7352
1156,RL,Pave,0,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,1982,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,CBlock,3,816.0,GasA,816,816,1,4,5,5,Attchd,1982.0,1,1.0,264.0,0,WD ,130500,3264
1157,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,4,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,Slab,0,0.0,Wall,1088,1529,2,3,9,0,Detchd,1945.0,1,1.0,240.0,0,WD ,98000,4587
1158,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,9,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,554.0,4,PConc,4,2271.0,GasA,2276,2276,2,5,7,4,Attchd,2008.0,2,3.0,1348.0,0,WD ,475000,9104
1159,RM,Pave,0,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1Story,5,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,BrkTil,2,961.0,GasA,1077,1077,1,3,6,0,Detchd,1920.0,1,1.0,338.0,0,WD ,67000,3231
1160,RL,Pave,0,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,4,PConc,5,1582.0,GasA,1610,2161,1,5,8,4,Attchd,2007.0,3,3.0,789.0,0,New,325624,8644
1161,RL,Pave,0,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,7,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,1409.0,GasA,1409,1409,1,4,4,4,Attchd,2002.0,2,2.0,576.0,0,WD ,245000,5636
